x_m,heat_flux_W_m2,heat_flux_conv_W_m2,heat_flux_rad_W_m2,T_wg_K,T_wl_K,T_c_K,h_g_W_m2K,T_aw_K,P_c_Pa,u_c_ms,rho_c_kgm3
0.011691724949832777,7492595.412716802,6404627.352639198,1087968.0600776037,769.4787779996794,734.9303030553039,487.7157929703623,2592.209390308851,3240.200231514711,4094677.1822943892,10.669408808926823,517.9504919903904
0.012526848160535118,7491162.1726493575,6403201.581012172,1087960.5916371855,769.8914542969632,735.3495886919354,487.3121789275898,2592.065267332269,3240.200231514711,4094927.71540987,10.697436877330519,519.5244443892174
0.01336197137123746,7489844.248838808,6401890.536103496,1087953.7127353118,770.2709688255806,735.7351808254573,486.90542936481694,2591.932745933562,3240.200231514711,4095181.3003817815,10.726175336174133,521.0806077316561
0.0141970945819398,7488636.266669238,6400688.86856739,1087947.398101848,770.6188590681925,736.0886417207616,486.49563081147636,2591.8112842851883,3240.200231514711,4095437.9926029905,10.75561384155481,522.6196028212512
0.015032217792642142,7487533.203441952,6399591.579523827,1087941.6239181252,770.9365625970768,736.4114321096891,486.08286598356074,2591.700376140469,3240.200231514711,4095697.848385047,10.785742873589665,524.1420203950212
0.015867341003344484,7486530.359489594,6398593.991778509,1087936.3677110847,771.2254252223888,736.7049194724827,485.6672140053927,2591.5995479060093,3240.200231514711,4095960.924988204,10.81655368551211,525.6484229610978
0.016702464214046826,7485623.332067926,6397691.723811525,1087931.6082564013,771.4867083619192,736.9703855279266,485.2487506155257,2591.5083559963,3240.200231514711,4096227.2806516066,10.848038256947184,527.1393465019651
0.017537587424749167,7484807.991721073,6396880.666231345,1087927.3254897282,771.7215957170501,737.2090330182822,484.82754835803,2591.4263844395255,3240.200231514711,4096496.974623713,10.88018925098674,528.6153020543995
0.018372710635451508,7484080.460853589,6396156.960428278,1087923.5004253108,771.9311993291883,737.4219918645224,484.403676760279,2591.353242707428,3240.200231514711,4096770.0671929903,10.912999974728628,530.0767771759789
0.01920783384615385,7483437.094274436,6395516.979193163,1087920.1150812733,772.1165650822201,737.6103247584991,483.97720249829035,2591.288563745332,3240.200231514711,4097046.6197189344,10.94646434297173,531.5242373074378
0.02004295705685619,7482874.46150552,6394957.309094554,1087917.1524109666,772.2786777088513,737.775032250855,483.5481895505754,2591.2320021812234,3240.200231514711,4097326.694663462,10.980576844792903,532.9581270391492
0.02087808026755853,7482389.33067292,6394474.734433092,1087914.5962398278,772.418465351667,737.9170573863609,483.1166993413728,2591.1832326953886,3240.200231514711,4097610.3556227144,11.015332512756567,534.3788712893962
0.021713203478260872,7481978.653818752,6394066.222611506,1087912.4312072464,772.5368037242166,738.0372899327266,482.68279087407336,2591.1419485341435,3240.200231514711,4097897.6673593177,11.050726894532193,535.7868764014075
0.022548326688963213,7481639.553490785,6393728.91077779,1087910.6427129954,772.6345199121221,738.1365702435435,482.24652085557557,2591.1078601531176,3240.200231514711,4098188.6958351424,11.086756026716413,537.1825311655432
0.023383449899665554,7481369.310482775,6393460.093614956,1087909.2168678183,772.7123958497929,738.215692791528,481.8079438122511,2591.0806939772,3240.200231514711,4098483.5082445997,11.12341641067662,538.5662077724213
0.024218573110367896,7481165.3526132265,6393257.212165414,1087908.140447812,772.771171504205,738.2754094040401,481.36711219814026,2591.060191265719,3240.200231514711,4098782.173048513,11.160704990247968,539.9382627023982
0.025053696321070237,7481025.244441306,6393117.843589034,1087907.4008522725,772.8115477941901,738.3164322297932,480.92407649595805,2591.0461070725964,3240.200231514711,4099084.760008609,11.198619131134427,541.2990375562023
0.025888819531772578,7480946.677831618,6393039.6917669065,1087906.9860647114,772.8341892699726,738.3394364618953,480.47888531142826,2591.0382092924906,3240.200231514711,4099391.3402226586,11.23715660187603,542.6488598312368
0.02672394274247492,7480927.463286886,6393020.578670119,1087906.884616767,772.8397265757228,738.3450628403662,480.03158546143635,2591.0362777847104,3240.200231514711,4099701.9861603137,11.27631555625772,543.988043647656
0.02755906595317726,7480965.521977873,6393058.436423096,1087907.0855547765,772.8287587149919,738.3339199543234,479.5822220564522,2591.0401035677496,3240.200231514711,4100016.7716996702,11.316094517046942,545.3168904279582
0.0283941891638796,7481058.8784063365,6393151.299997559,1087907.5784087772,772.8018551370632,738.3065863621619,479.1308385776164,2591.049488077905,3240.200231514711,4100335.7721645986,11.356492360957407,546.6356895335297
0.029229312374581942,7481205.6536436435,6393297.300479896,1087908.3531637476,772.7595576603935,738.263612546174,478.67747694888874,2591.0642424861676,3240.200231514711,4100659.064362881,11.397508304744465,547.9447188613443
0.030064435585284283,7481404.059093935,6393494.658861037,1087909.4002328985,772.7023822475119,738.2055227162041,478.2221776045978,2591.084187068202,3240.200231514711,4100986.726625187,11.439141892347369,549.2442454036942
0.030899558795986624,7481652.390735155,6393741.6803023,1087910.710432855,772.6308206445497,738.1328164757338,477.7649795527151,2591.1091506226835,3240.200231514711,4101318.838844933,11.481392983001127,550.5345257735961
0.03173468200668897,7481949.023796616,6394036.748836041,1087912.2749605747,772.5453418970352,738.045970362217,477.30592043414885,2591.1389699337965,3240.200231514711,4101655.4825190576,11.524261740244354,551.8158066984535
0.03256980521739131,7482292.407835546,6394378.322463677,1087914.0853718685,772.4463937525661,737.9454392724552,476.8450365783464,2591.1734892740956,3240.200231514711,4101996.7407897525,11.567748621761565,553.0883254840727
0.03340492842809365,7482681.062178535,6394764.9286171375,1087916.1335613977,772.3344039599561,737.8316577827628,476.38236305543853,2591.2125599442684,3240.200231514711,4102342.6984871924,11.611854369998383,554.3523104512259
0.03424005163879599,7483113.571697559,6395195.159953524,1087918.4117440348,772.2097814734307,737.7050413726386,475.9179337251785,2591.256039846733,3240.200231514711,4102693.442173298,11.656580003494684,555.6079813467084
0.03507517484949833,7483588.582892719,6395667.670455236,1087920.9124374825,772.0729175697453,737.5659875599475,475.45178128289155,2591.3037930902483,3240.200231514711,4103049.0601865756,11.701926808889082,556.8555497305194
0.03591029806020067,7484104.800256601,6396181.171810541,1087923.6284460595,771.9241868853046,737.4148769548027,474.9839373026259,2591.3556896229898,3240.200231514711,4103409.6426880737,11.747896333545258,558.0952193409846
0.036745421270903016,7484660.982897628,6396734.430052066,1087926.5528455614,771.7639483796956,737.2520742386682,474.5144322777111,2591.411604891803,3240.200231514711,4103775.2817084985,11.794490378761353,559.3271864391942
0.03758054448160535,7485255.941401698,6397326.262432577,1087929.678969121,771.592546231491,737.0779290746334,474.04329565888395,2591.471419525545,3240.200231514711,4104146.07119653,11.841710993522486,560.5516401342277
0.0384156676923077,7485888.5349131655,6397955.53451917,1087933.000393995,771.4103106716684,736.892776954291,473.57055589015056,2591.5350190405816,3240.200231514711,4104522.1070683855,11.889560468761868,561.7687626904286
0.039250790903010035,7486557.6684182985,6398621.157489093,1087936.5109292057,771.2175587594471,736.6969399861002,473.0962404425376,2591.6022935667443,3240.200231514711,4104903.487258672,11.938041332097992,562.978729817934
0.04008591411371238,7487262.290215539,6399322.085611556,1087940.204603983,771.0145951049636,736.4907276297266,472.62037584586517,2591.6731375921645,3240.200231514711,4105290.3117725747,11.987156343018015,564.1817109475767
0.04092103732441472,7488001.389558354,6400057.313901409,1087944.075656946,770.8017125428162,736.2744373804551,472.1429877186816,2591.7474497255293,3240.200231514711,4105682.682739432,12.036908488480659,565.3778694911584
0.04175616053511706,7488773.994457559,6400825.875931589,1087948.11852597,770.5791927602063,736.048355407465,471.6641007964778,2591.8251324744524,3240.200231514711,4106080.7044677376,12.08730097891245,566.5673630880957
0.0425912837458194,7489579.169631598,6401626.841792898,1087952.327838699,770.3473068829387,735.8127571492807,471.18373895829416,2591.906092038784,3240.200231514711,4106484.483501628,12.138337244575554,567.7503438392581
0.043426406956521744,7490416.014593518,6402459.316189868,1087956.6984036502,770.1063160224695,735.5679078696414,470.70192525182995,2591.9902381177208,3240.200231514711,4106894.1286789025,12.19002093228459,568.9269585288844
0.04426153016722408,7491283.661864899,6403322.436663024,1087961.225201875,769.8564717867823,735.3140631766113,470.2186819171492,2592.0774837297354,3240.200231514711,4107309.7511906284,12.242355902454005,570.0973488352844
0.04509665337792643,7492181.275307582,6404215.371928441,1087965.9033791404,769.5980167576774,735.051469507563,469.7340304090829,2592.1677450444004,3240.200231514711,4107731.4646423864,12.295346226456743,571.261651531093
0.045931776588628764,7493108.048564743,6405137.320326155,1087970.7282385887,769.331184936887,734.7803645824787,469.2479914184117,2592.260941225245,3240.200231514711,4108159.385117214,12.34899618427924,572.4199986736592
0.04676689979933111,7494063.203603555,6406087.508369705,1087975.6952338507,769.0562021632142,734.5009778278109,468.7605848919064,2592.356994282869,3240.200231514711,4108593.6312403004,12.403310262455882,573.5725177862598
0.04760202301003345,7495045.989352599,6407065.189390019,1087980.7999625797,768.7732865026455,734.2135307728763,468.27183005130877,2592.4558289376178,3240.200231514711,4109034.324245496,12.458293152269759,574.7193320306626
0.04843714622073579,7496055.680426979,6408069.642266602,1087986.038160377,768.4826486134359,733.9182374208191,467.78174541132006,2592.5573724911083,3240.200231514711,4109481.5880436995,12.513949748206425,575.8605603715924
0.04927226943143813,7497091.575935732,6409100.170240647,1087991.4056950842,768.1844920877129,733.6153045957153,467.2903487966687,2592.6615547060583,3240.200231514711,4109935.549293179,12.570285146649187,576.9963177335693
0.05010739264214047,7498152.998365356,6410156.099803934,1087996.8985614213,767.8790137713502,733.3049322675934,466.79765735831376,2592.7683076938024,3240.200231514711,4110396.3374719033,12.627304644804223,578.1267151506198
0.05094251585284281,7499239.292534611,6411236.77965867,1088002.5128759413,767.5664040634946,732.98731385678,466.303687588852,2592.8775658089876,3240.200231514711,4110864.0849519405,12.685013739846243,579.251859909255
0.051777639063545156,7500349.824615895,6412341.579743606,1088008.2448722888,767.2468471970869,732.662636518935,465.8084553371707,2592.989265550996,3240.200231514711,4111338.9270760026,12.743418128274895,580.3718556851397
